name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,attax,future_stars,chrome,gallery,first_bowman,parallel,refractor,all_star_rookie,stadium_club,heritage,allen_ginter,auto,numbered,notes
Yuniesky Betancourt,Kansas City Royals,2011,2010,SS,topps,289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wilson Betemit,Kansas City Royals,2011,2010,3B,topps,369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Aviles,Kansas City Royals,2011,2010,2B,topps,244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Billy Butler,Kansas City Royals,2011,2010,1B,topps,470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kila Ka'aihue,Kansas City Royals,2011,2010,1B,topps,527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eric Hosmer,Kansas City Royals,2013,2012,1B,topps,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eric Hosmer,Kansas City Royals,2012,2011,1B,topps,SC-7,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Superstar Celebrations
Chris Getz,Kansas City Royals,2011,2010,2B,topps,654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alcides Escobar,Kansas City Royals,2012,2011,SS,topps,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jason Kendall,Kansas City Royals,2011,2010,C,topps,472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lucas May,Kansas City Royals,2011,2010,C,topps,91,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Miguel Olivo,Kansas City Royals,2010,2009,C,upper deck,248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luke Hochevar,Kansas City Royals,2011,2010,P,topps,620,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Aaron Crow,Kansas City Royals,2011,2010,P,topps,633,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Collins,Kansas City Royals,2011,2010,P,topps,471,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kelvin Herrera,Kansas City Royals,2012,2011,P,topps,211,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luke Hochevar,Kansas City Royals,2012,2011,P,topps,167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jonathan Sanchez,Kansas City Royals,2012,2011,P,topps,404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Juan Cruz,Kansas City Royals,2010,2009,P,upper deck,250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yasuhiko Yabuta,Kansas City Royals,2008,2007,P,upper deck,729,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gil Meche,Kansas City Royals,2011,2010,P,topps,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zack Greinke,Kansas City Royals,2011,2010,P,topps,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kyle Davis,Kansas City Royals,2011,2010,P,topps,259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nathan Adcock,Kansas City Royals,2011,2010,P,topps,503,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joakim Soria,Kansas City Royals,2011,2010,P,topps,540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vin Mazzaro,Kansas City Royals,2011,2010,P,topps,409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Duffy,Kansas City Royals,2014,2013,P,topps,532,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wade Davis,Kansas City Royals,2014,2013,P,topps,658,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wade Davis,Kansas City Royals,2014,2013,P,topps,658,0,0,0,0,1,1,0,0,0,0,0,orange,0,0,0,0,0,0,0,
Mike Moustakas,Kansas City Royals,2014,2013,3B,topps,341,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Moustakas,Kansas City Royals,2014,2013,3B,topps,341,0,0,0,0,1,1,0,0,0,0,0,orange,0,0,0,0,0,0,0,
Eric Hosmer,Kansas City Royals,2014,2013,1B,topps,PP-219,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Power Players
Lorenzo Cain,Kansas City Royals,2014,2013,OF,topps,357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lorenzo Cain,Kansas City Royals,2014,2013,OF,topps,357,1,0,0,0,1,1,0,0,0,0,0,red,0,0,0,0,0,0,0,
Greg Holland,Kansas City Royals,2014,2013,P,topps,617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Justin Maxwell,Kansas City Royals,2014,2013,OF,topps,594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jason Vargas,Kansas City Royals,2014,2013,P,topps,544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Norichika Aoki,Kansas City Royals,2014,2013,OF,topps,517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Omar Infante,Kansas City Royals,2014,2013,2B,topps,433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eric Hosmer,Kansas City Royals,2014,2013,1B,topps,459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alcides Escobar,Kansas City Royals,2014,2013,SS,topps,514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Salvador Perez,Kansas City Royals,2014,2013,C,topps,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luke Hochevar,Kansas City Royals,2014,2013,P,topps,586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yordano Ventura,Kansas City Royals,2014,2013,P,topps,265,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Billy Butler,Kansas City Royals,2014,2013,DH,topps,255,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bruce Chen,Kansas City Royals,2014,2013,P,topps,151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jarrod Dyson,Kansas City Royals,2014,2013,OF,topps,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Emilio Bonafacio,Kansas City Royals,2014,2013,2B,topps,322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alex Gordon,Kansas City Royals,2014,2013,OF,topps,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeremy Guthrie,Kansas City Royals,2014,2013,P,topps,167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Getz,Kansas City Royals,2014,2013,2B,topps,298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
James Shields,Kansas City Royals,2014,2013,P,topps,214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greg Holland,Kansas City Royals,2014,2013,P,topps,US-295,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bo Jackson,Kansas City Royals,2014,2013,OF,topps,UC-40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Class (1987)
Adalberto Mondesi,Kansas City Royals,2020,2019,SS,topps,35,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bo Jackson,Kansas City Royals,1989,1989,OF,donruss,650,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bo Jackson,Kansas City Royals,1990,1989,OF,upper deck,545,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ken Brett,Kansas City Royals,1982,1981,P,fleer,406,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Jones,Kansas City Royals,1982,1981,P,fleer,412,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dave Chalk,Kansas City Royals,1982,1981,SS,fleer,407,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Jackson,Kansas City Royals,1985,1985,P,donruss,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom Gordon,Kansas City Royals,1990,1989,P,leaf,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kendrys Morales,Kansas City Royals,2017,2016,DH,topps,205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Gubicza,Kansas City Royals,1990,1989,P,leaf,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Paul Slittorff,Kansas City Royals,1982,1981,P,topps,759,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamie Quirk,Kansas City Royals,1982,1981,C,donruss,212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gil Meche,Kansas City Royals,2008,2007,P,topps,205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Paul Slittorff,Kansas City Royals,1984,1983,P,topps,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kyle Zimmer,Kansas City Royals,2015,2014,P,bowman,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joakim Soria,Kansas City Royals,2017,2016,P,topps,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ian Kennedy,Kansas City Royals,2019,2018,P,topps,108,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joey Gathright,Kansas City Royals,2008,2007,OF,topps,392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bret Saberhaden,Kansas City Royals,1986,1986,P,sportflics,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Willie Aikens,Kansas City Royals,1983,1982,1B,topps,136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kurt Stillwell,Kansas City Royals,1989,1988,SS,upper deck,616,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brett Phillipps,Kansas City Royals,2019,2018,OF,topps,195,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Salvador Perez,Kansas City Royals,2019,2018,C,topps,168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Whit Merrifield,Kansas City Royals,2019,2018,"2B, OF",topps,238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Tartabull,Kansas City Royals,1989,1988,OF,upper deck,329,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steve Balboni,Kansas City Royals,1984,1984,1B,donruss,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf variant
Frank White,Kansas City Royals,1984,1984,2B,donruss,148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf variant
Bob Hameln,Kansas City Royals,1994,1993,1B,upper deck,249,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Electric Diamond
Joe Beckwith,Kansas City Royals,1984,1984,P,donruss,541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jorge Orta,Kansas City Royals,1985,1985,DH,donruss,339,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bud Black,Kansas City Royals,1985,1984,P,topps,412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
George Brett,Kansas City Royals,1990,1990,1B,upper deck,525,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Jackson,Kansas City Royals,1984,1984,P,donruss,374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greg Pryor,Kansas City Royals,1985,1985,"1B, 2B, 3B, SS",donruss,344,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joe Randa,Kansas City Royals,1992,1991,3B,bowman,560,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brian McRae,Kansas City Royals,1995,1994,OF,upper deck,460,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Collector's Choice
Mark Gubicza,Kansas City Royals,1995,1994,P,upper deck,464,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Collector's Choice
Charlie Leibrandt,Kansas City Royals,1984,1984,P,donruss,399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Renie Martin,Kansas City Royals,1982,1981,P,topps,594,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rich Gale,Kansas City Royals,1982,1981,P,fleer,408,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wily Peralta,Kansas City Royals,2019,2018,P,topps,463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dennis Leonard,Kansas City Royals,1984,1983,P,topps,375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dick Howser,Kansas City Royals,1984,1983,manager,topps,471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Don Hood,Kansas City Royals,1984,1983,P,topps,743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Larry Gura,Kansas City Royals,1984,1983,P,topps,625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cesar Geronimo,Kansas City Royals,1984,1983,OF,topps,544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Onix Concepcion,Kansas City Royals,1984,1983,SS,topps,247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bud Black,Kansas City Royals,1984,1983,P,topps,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Armstrong,Kansas City Royals,1984,1983,P,topps,417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Willie Aikens,Kansas City Royals,1984,1983,1B,topps,685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pat Sheridan,Kansas City Royals,1984,1983,OF,topps,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Pecota,Kansas City Royals,1989,1988,"1B, 2B, 3B, SS",upper deck,507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luis De Los Santos,Kansas City Royals,1989,1988,1B,upper deck,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ed Hearn,Kansas City Royals,1989,1988,C,upper deck,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Willie Wilson,Kansas City Royals,1984,1984,OF,donruss,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon Moss,Kansas City Royals,2017,2016,OF,topps,US174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jorge Bonifacio,Kansas City Royals,2019,2018,OF,topps,427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brad Boxberger,Kansas City Royals,2019,2018,P,topps,US191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kevin Appier,Kansas City Royals,1990,1989,P,score,625,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kevin Appier,Kansas City Royals,1990,1989,P,topps,167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan McBroom,Kansas City Royals,2021,2020,1B,topps,201,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
Franchy Cordero,Kansas City Royals,2021,2020,OF,topps,648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Team Card,Kansas City Royals,2021,2020,team,topps,608,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Boddicker,Kansas City Royals,1992,1992,P,donruss,469,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Boddicker,Kansas City Royals,1991,1990,P,upper deck,213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luis Aquino,Kansas City Royals,1988,1987,P,donruss,534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steve Jeltz,Kansas City Royals,1991,1990,"2B, SS",topps,507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Charlie Leibrandt,Kansas City Royals,1989,1988,P,score,133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gregg Jefferies,Kansas City Royals,1993,1992,3B,topps,105,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Topps Gold
Terry Shumpert,Kansas City Royals,1991,1991,2B,upper deck,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Israel Sanchez,Kansas City Royals,1988,1988,P,donruss,474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jerry Don Gleaton,Kansas City Royals,1988,1988,P,donruss,444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
George Brett,Kansas City Royals,1987,1987,1B,donruss,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Gubicza,Kansas City Royals,1989,1988,P,score,291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bob Boone,Kansas City Royals,1991,1991,C,upper deck,502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike MacFarlane,Kansas City Royals,1990,1989,C,upper deck,307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike MacFarlane,Kansas City Royals,1993,1992,C,topps,768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Haney,Kansas City Royals,1993,1992,P,topps,581,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jackson Kowar,Kansas City Royals,2022,2021,P,topps,264,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greg Holland,Kansas City Royals,2022,2021,P,topps,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Whit Merrifield,Kansas City Royals,2022,2021,"2B, OF",topps,245,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Emmanual Rivera,Kansas City Royals,2022,2021,3B,topps,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Minor,Kansas City Royals,2022,2021,P,topps,155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brady Singer,Kansas City Royals,2022,2021,P,topps,313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nicky Lopez,Kansas City Royals,2022,2021,"2B, SS",topps,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hanser Alberto,Kansas City Royals,2022,2021,3B,topps,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Salvador Perez,Kansas City Royals,2022,2021,C,topps,219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daniel Lynch,Kansas City Royals,2021,2020,P,bowman,BP-54,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bowman Prospect
Brad Keller,Kansas City Royals,2021,2020,P,topps,207,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
George Brett,Kansas City Royals,2021,1993,3B,topps,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wade Davis,Kansas City Royals,2021,2020,P,topps,US289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kris Bubic,Kansas City Royals,2021,2020,P,bowman,57,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Carlos Santana,Kansas City Royals,2022,2021,1B,topps,510,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Edward Olivares,Kansas City Royals,2021,2020,OF,topps,85,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Hunter Dozier,Kansas City Royals,2021,2020,"3B, OF",topps,462,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Ryan O'Hearn,Kansas City Royals,2022,2021,"DH, OF",topps,379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brad Keller,Kansas City Royals,2022,2021,P,topps,412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andrew Benintendi,Kansas City Royals,2022,2021,OF,topps,475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kris Bubic,Kansas City Royals,2022,2021,P,topps,626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Angel Zerpa,Kansas City Royals,2022,2021,P,topps,559,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Duffy,Kansas City Royals,2022,2021,P,topps,403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jon Heasley,Kansas City Royals,2022,2021,P,topps,430,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adalberto Mondesi,Kansas City Royals,2022,2021,SS,topps,589,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Team Card,Kansas City Royals,2022,2021,team,topps,647,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Michael Taylor,Kansas City Royals,2022,2021,OF,topps,483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
George Brett,Kansas City Royals,2022,2021,3B,topps,87AS-39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1987 imitation card, all-star"
Salvador Perez,Kansas City Royals,2022,2021,C,topps,BS-44,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015 World Series MVP
MJ Melendez,Kansas City Royals,2022,2021,C,topps,289,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
Ivan Castillo,Kansas City Royals,2022,2021,2B,topps,660,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
