name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,attax,future_stars,chrome,gallery,first_bowman,parallel,refractor,all_star_rookie,stadium_club,heritage,allen_ginter,auto,numbered,notes
Adam LaRoche,Washington Nationals,2014,2013,1B,topps,189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jordan Zimmermann,Washington Nationals,2014,2013,P,topps,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bryce Harper,Washington Nationals,2014,2013,OF,topps,100,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rafael Soriano,Washington Nationals,2014,2013,P,topps,233,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Michael Morse,Washington Nationals,2011,2010,OF,topps,518,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ian Desmond,Washington Nationals,2011,2010,SS,topps,308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Espinosa,Washington Nationals,2012,2011,2B,topps,359,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
Roger Bernadina,Washington Nationals,2011,2010,OF,topps,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ian Desmond,Washington Nationals,2014,2013,SS,topps,118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ross Detwiler,Washington Nationals,2014,2013,P,topps,245,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Zimmermann,Washington Nationals,2014,2013,3B,topps,378,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jerry Blevins,Washington Nationals,2014,2013,P,topps,370,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jayson Werth,Washington Nationals,2014,2013,OF,topps,228,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Drew Storen,Washington Nationals,2014,2013,P,topps,615,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyler Clippard,Washington Nationals,2014,2013,P,topps,574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adam Dunn,Washington Nationals,2011,2010,1B,topps,271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Zimmermann,Washington Nationals,2011,2010,3B,topps,660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adam LaRoche,Washington Nationals,2011,2010,1B,topps,513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ian Desmond,Washington Nationals,2010,2009,SS,topps,196,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Zimmermann,Washington Nationals,2012,2011,3B,topps,217,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stephen Strasburg,Washington Nationals,2014,2013,P,topps,21,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Doug Fister,Washington Nationals,2014,2013,P,topps,27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ian Desmond,Washington Nationals,2014,2013,SS,topps,49,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Drew Storen,Washington Nationals,2011,2010,P,topps,494,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ivan Rodriguez,Washington Nationals,2011,2010,C,topps,360,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zach Walters,Washington Nationals,2014,2013,3B,topps,337,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Kobernus,Washington Nationals,2014,2013,OF,topps,443,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Bard,Washington Nationals,2010,2009,C,topps,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nick Johnson,Washington Nationals,2009,2008,1B,topps,606,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ian Desmond,Washington Nationals,2013,2012,SS,topps,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cristian Guzman,Washington Nationals,2010,2009,SS,topps,none,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
Nick Johnson,Washington Nationals,2008,2009,1B,upper deck,700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Aaron Boone,Washington Nationals,2008,2009,1B,upper deck,698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adam Dunn,Washington Nationals,2010,2009,1B,topps,none,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Hot Streak
Stephen Strasburg,Washington Nationals,2011,2010,P,topps,183,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
Jason Marquis,Washington Nationals,2011,2010,P,topps,136,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Christian Garcia,Washington Nationals,2013,2012,P,topps,278,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
John Lannan,Washington Nationals,2012,2011,P,topps,186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wilson Ramos,Washington Nationals,2014,2013,C,topps,645,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bryce Harper,Washington Nationals,2014,2013,none,topps,390,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Series Two Checklist, Youngest with 2 Opening Day HRs"
Denard Span,Washington Nationals,2014,2013,OF,topps,651,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stephen Strasburg,Washington Nationals,2014,2013,P,topps,332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Espinosa,Washington Nationals,2014,2013,SS,topps,455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gio Gonzalez,Washington Nationals,2014,2013,P,topps,523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Taylor Jordan,Washington Nationals,2014,2013,P,topps,374,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tanner Roark,Washington Nationals,2014,2013,P,topps,602,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Anthony Rendon,Washington Nationals,2014,2013,2B,topps,521,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
Sean Doolittle,Washington Nationals,2020,2019,P,topps,36,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Anthony Rendon,Washington Nationals,2020,2019,3B,topps,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Odalis Perez,Washington Nationals,2009,2008,P,topps,286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Anibal Sanchez,Washington Nationals,2020,2019,P,topps,193,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adam Eaton,Washington Nationals,2019,2018,OF,topps,316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daniel Cabrera,Washington Nationals,2009,2008,P,topps,338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wily Mo Pena,Washington Nationals,2009,2008,OF,topps,382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Elijah Dukes,Washington Nationals,2009,2008,OF,topps,263,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cristian Guzman,Washington Nationals,2008,2007,SS,topps,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kyle Barraclough,Washington Nationals,2019,2018,P,topps,US60,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Michael Taylor,Washington Nationals,2019,2018,OF,topps,101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Blake Treinen,Washington Nationals,2017,2016,P,topps,398,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sean Doolittle,Washington Nationals,2019,2018,P,topps,236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adam Lind,Washington Nationals,2017,2016,1B,topps,US36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Anthony Rendon,Washington Nationals,2018,2017,3B,topps,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yan Gomes,Washington Nationals,2019,2018,C,topps,US280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Erick Fedde,Washington Nationals,2020,2019,P,topps,198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Max Scherzer,Washington Nationals,2017,2017,P,topps,US 261,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sammy Solis,Washington Nationals,2017,2016,P,topps,US210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Anibal Sanchez,Washington Nationals,2019,2018,P,topps,US176,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Wieters,Washington Nationals,2017,2016,C,topps,694,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Juan Soto,Washington Nationals,2021,2020,OF,topps,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
Trea Turner,Washington Nationals,2020,2019,SS,topps,214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mason Denaburg,Washington Nationals,2018,2017,P,bowman,BDC-164,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,
Alcides Escobar,Washington Nationals,2022,2021,SS,topps,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gerardo Parra,Washington Nationals,2022,2021,OF,topps,220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Riley Adams,Washington Nationals,2022,2021,C,topps,158,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mason Thompson,Washington Nationals,2022,2021,P,topps,38,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Juan Soto,Washington Nationals,2022,2021,OF,topps,T87-79,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987 imitation
Team Card,Washington Nationals,2022,2021,team,topps,218,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Juan Soto,Washington Nationals,2022,2021,OF,topps,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josiah Gray,Washington Nationals,2022,2021,P,topps,43,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jackson Reetz,Washington Nationals,2022,2021,C,topps,61,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Zimmermann,Washington Nationals,2022,2021,1B,topps,296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Zimmermann,Washington Nationals,2021,2020,3B,topps,HH-50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Historical Hits
Andrew Stevenson,Washington Nationals,2021,2020,OF,topps,US177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brad Hand,Washington Nationals,2021,2020,P,topps,US89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Max Scherzer,Washington Nationals,2021,2020,P,bowman,77,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Max Scherzer,Washington Nationals,2017,2016,P,topps,P-MS,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Perspectives (Topps Bunt)
Andrew Young,Washington Nationals,2022,2021,2B,topps,404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Bell,Washington Nationals,2021,2020,1B,topps,207,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Brad Hand,Washington Nationals,2021,2020,P,topps,348,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Carter Kieboom,Washington Nationals,2022,2021,3B,topps,580,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luis Garcia,Washington Nationals,2022,2021,"2B, 3B",topps,472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Patrick Corbin,Washington Nationals,2022,2021,P,topps,525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stephen Strasburg,Washington Nationals,2022,2021,P,topps,492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Bell,Washington Nationals,2022,2021,1B,topps,439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Keibert Ruiz,Washington Nationals,2022,2021,C,topps,568,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
Joan Adon,Washington Nationals,2022,2021,P,topps,360,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lane Thomas,Washington Nationals,2022,2021,OF,topps,555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Juan Soto,Washington Nationals,2022,2021,OF,topps,87TB-10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987 imitation
Juan Soto,Washington Nationals,2022,2021,OF,topps,87AS-13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1987 imitation, all star"
Sean Doolittle,Washington Nationals,2022,2021,P,topps,US226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
