name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,notes
Joakim Soria,Texas Rangers,2014,2013,P,topps,144,0,0,0,0,1,0,
Alex Rios,Texas Rangers,2014,2013,OF,topps,201,0,0,0,0,1,0,
Ian Kinsler,Texas Rangers,2011,2010,2B,topps,405,1,0,0,0,1,0,
Josh Hamilton,Texas Rangers,2011,2010,OF,topps,29,0,0,0,0,1,1,2010 American League MVP
Josh Hamilton,Texas Rangers,2011,2010,OF,topps,650,0,0,0,0,2,1,"One is a Factory Set Limited Edition, one is regular"
Mitch Moreland,Texas Rangers,2011,2010,1B,topps,634,0,0,0,0,1,0,
Jurickson Profar,Texas Rangers,2013,2012,SS,topps,286,0,1,0,0,1,0,
Adrian Beltre,Texas Rangers,2013,2012,3B,topps,29,0,0,0,0,1,0,
Milton Bradley,Texas Rangers,2008,2009,OF,upper deck,673,0,0,0,0,1,0,
Marlon Byrd,Texas Rangers,2010,2009,OF,upper deck,509,0,0,0,0,1,0,
