name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,attax,future_stars,chrome,gallery,first_bowman,parallel,refractor,all_star_rookie,stadium_club,heritage,allen_ginter,auto,numbered,imitation,notes
A.J. Pierzynski,Chicago White Sox,2013,2013,C,topps,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyler Flowers,Chicago White Sox,2011,2010,C,topps,395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Thornton,Chicago White Sox,2013,2012,P,topps,292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jake Peavy,Chicago White Sox,2012,2011,P,topps,518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Sale,Chicago White Sox,2012,2011,P,topps,46,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Edwin Jackson,Chicago White Sox,2011,2010,P,topps,652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Thornton,Chicago White Sox,2011,2010,P,topps,622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jake Peavy,Chicago White Sox,2011,2010,P,topps,537,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gavin Floyd,Chicago White Sox,2011,2010,P,topps,496,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
John Danks,Chicago White Sox,2011,2010,P,topps,265,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gregory Infante,Chicago White Sox,2011,2010,P,topps,223,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Buehrle,Chicago White Sox,2011,2010,P,topps,231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bobby Jenks,Chicago White Sox,2011,2010,P,topps,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Sale,Chicago White Sox,2011,2010,P,topps,65,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Freddy Garcia,Chicago White Sox,2011,2010,P,topps,41,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Buehrle,Chicago White Sox,2009,2008,P,upper deck,76,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,First Edition (Gold Border)
Scott Linebrink,Chicago White Sox,2008,2007,P,upper deck,453,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
John Danks,Chicago White Sox,2012,2011,P,topps,203,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gavin Floyd,Chicago White Sox,2012,2011,P,topps,336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Erik Johnson,Chicago White Sox,2014,2013,P,topps,178,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Sale,Chicago White Sox,2014,2013,P,topps,148,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hector Santiago,Chicago White Sox,2014,2013,P,topps,320,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alejandro De Aza,Chicago White Sox,2014,2013,OF,topps,564,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyler Flowers,Chicago White Sox,2014,2013,C,topps,584,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conor Gillaspie,Chicago White Sox,2014,2013,3B,topps,639,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jake Petricka,Chicago White Sox,2014,2013,P,topps,612,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Avisail Garcia,Chicago White Sox,2014,2013,OF,topps,526,1,0,0,0,1,1,0,0,0,0,0,red,0,0,0,0,0,0,0,0,
John Danks,Chicago White Sox,2014,2013,P,topps,395,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adam Dunn,Chicago White Sox,2014,2013,DH,topps,618,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Simon Castro,Chicago White Sox,2014,2013,P,topps,592,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jose Abreu,Chicago White Sox,2014,2013,1B,topps,496,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gordon Beckham,Chicago White Sox,2014,2013,2B,topps,403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adam Eaton,Chicago White Sox,2014,2013,OF,topps,555,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Marcus Semien,Chicago White Sox,2014,2013,3B,topps,429,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Paul Konerko,Chicago White Sox,2014,2013,1B,topps,610,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jordan Danks,Chicago White Sox,2014,2013,OF,topps,649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andre Rienzo,Chicago White Sox,2014,2013,P,topps,230,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Phegley,Chicago White Sox,2014,2013,C,topps,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Kippinger,Chicago White Sox,2014,2013,3B,topps,262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dayan Viciedo,Chicago White Sox,2014,2013,OF,topps,208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alexei Ramirez,Chicago White Sox,2014,2013,SS,topps,308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jose Quintana,Chicago White Sox,2014,2013,P,topps,315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Lindstrom,Chicago White Sox,2014,2013,P,topps,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daniel Webb,Chicago White Sox,2014,2013,P,topps,MB-12,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jose Abreu,Chicago White Sox,2014,2013,1B,topps,US-325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rookie Debut March 31, 2014"
Jose Abreu,Chicago White Sox,2014,2013,1B,topps,US-239,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Sale,Chicago White Sox,2014,2013,P,topps,US-277,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Squires,Chicago White Sox,1983,1982,1B,topps,669,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bo Jackson,Chicago White Sox,1993,1992,OF,upper deck,775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scott Fletcher,Chicago White Sox,1990,1989,2B,leaf,141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ozzie Guillen,Chicago White Sox,1990,1989,SS,leaf,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daryl Boston,Chicago White Sox,1985,1985,OF,donruss,86,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dan Spillner,Chicago White Sox,1985,1985,P,donruss,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eduardo Escobar,Chicago White Sox,2011,2010,SS,bowman,BPP53,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bowman Platinum
Yolmer Sanchez,Chicago White Sox,2019,2018,3B,topps,308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Courtney Hawkins,Chicago White Sox,2015,2014,OF,bowman,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Bo Jackson,Chicago White Sox,1991,1990,OF,upper deck,744,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bo Jackson,Chicago White Sox,1991,1991,OF,upper deck,555,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jermaine Dye,Chicago White Sox,2007,2006,OF,topps,OTG8,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Own The Game
Jace Fry,Chicago White Sox,2019,2018,P,topps,636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Freddy Garcia,Chicago White Sox,2006,2005,P,bowman,101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Carlton Fisk,Chicago White Sox,1986,1985,C,sportflics,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jerry Koosman,Chicago White Sox,1982,1981,P,topps,714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Anderson,Chicago White Sox,2020,2019,SS,topps,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lucas Giolito,Chicago White Sox,2019,2019,P,topps,US24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Carlos Rodon,Chicago White Sox,2019,2018,P,topps,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LaMarr Hoyt,Chicago White Sox,1984,1984,P,donruss,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf variant
Avisail Garcia,Chicago White Sox,2019,2018,OF,topps,264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Almon,Chicago White Sox,1982,1981,SS,topps,521,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bo Jackson,Chicago White Sox,1992,1991,OF,topps,290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winner
Greg Luzinski,Chicago White Sox,1984,1984,DH,topps,546,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joel Skinner,Chicago White Sox,1985,1984,C,topps,488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LaMarr Hoyt,Chicago White Sox,1985,1983,P,topps,520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jerry Hairston,Chicago White Sox,1985,1984,OF,topps,596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Richard Dotson,Chicago White Sox,1985,1984,P,topps,364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Floyd Bannister,Chicago White Sox,1984,1984,P,topps,379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jack McDowell,Chicago White Sox,1992,1991,P,bowman,605,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gold Border
Scott Sanderson,Chicago White Sox,1995,1994,P,upper deck,498,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collector's Choice
Olmedo Saenz,Chicago White Sox,1995,1994,3B,upper deck,497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greg Walker,Chicago White Sox,1984,1984,1B,donruss,366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rich Dotson,Chicago White Sox,1984,1984,P,donruss,302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lucas Giolito,Chicago White Sox,2020,2019,P,topps,175,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steve Lyons,Chicago White Sox,1989,1988,3B,upper deck,224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dallas Keuchel,Chicago White Sox,2021,2020,P,topps,80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Jack McDowell,Chicago White Sox,1987,1987,P,donruss,47,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rated Rookie
Ozzie Guillen,Chicago White Sox,1987,1987,SS,donruss,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dylan Cease,Chicago White Sox,2020,2019,P,topps,43,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Joey Cora,Chicago White Sox,1994,1993,2B,topps,100,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Dan Pasqua,Chicago White Sox,1989,1989,OF,donruss,176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Richard Dotson,Chicago White Sox,1988,1987,P,score,480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steve Rosenberg,Chicago White Sox,1990,1989,P,fleer,547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scott Ruffcorn,Chicago White Sox,1993,1992,P,bowman,443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bob James,Chicago White Sox,1987,1987,P,donruss,507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ron Karkovice,Chicago White Sox,1991,1990,C,topps,568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scott Radinsky,Chicago White Sox,1990,1990,P,donruss,332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ken Patterson,Chicago White Sox,1991,1990,P,topps,326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steve Lyons,Chicago White Sox,1989,1988,3B,score,388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barry Jones,Chicago White Sox,1990,1989,P,upper deck,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steve Wapnick,Chicago White Sox,1992,1991,P,topps,554,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Lance Johnson,Chicago White Sox,1994,1993,OF,topps,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ground Breaking,Chicago White Sox,1990,1989,team,upper deck,677,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Breaking ground on the new stadium
LaMarr Hoyt,Chicago White Sox,1984,1983,P,topps,405,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eddie Williams,Chicago White Sox,1989,1988,3B,upper deck,790,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daryl Boston,Chicago White Sox,1989,1988,OF,upper deck,496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ozzie Guillen,Chicago White Sox,1989,1988,SS,upper deck,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Harold Baines,Chicago White Sox,1989,1988,DH,upper deck,211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vance Law,Chicago White Sox,1984,1984,3B,donruss,183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf variant
Ivan Nova,Chicago White Sox,2019,2018,P,topps,403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Anderson,Chicago White Sox,2017,2016,SS,topps,91,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shawn Abner,Chicago White Sox,1993,1992,OF,topps,582,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ron Karkovice,Chicago White Sox,1992,1991,C,topps,153,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winner
Shawn Jeter,Chicago White Sox,1993,1992,OF,topps,800,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coming Attraction
Jake Burger,Chicago White Sox,2022,2021,3B,topps,186,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jake Burger,Chicago White Sox,2022,2021,3B,topps,186,0,1,0,0,1,1,0,0,0,0,0,silver,0,0,0,0,0,0,0,0,
Luis Robert,Chicago White Sox,2022,2021,OF,topps,T87-70,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,
Carlos Rodon,Chicago White Sox,2022,2021,P,topps,282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Team Card,Chicago White Sox,2022,2021,team,topps,255,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lucas Giolito,Chicago White Sox,2022,2021,P,topps,291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yermin Mercedes,Chicago White Sox,2022,2021,"C, DH",topps,141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Anderson,Chicago White Sox,2022,2021,SS,topps,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Garrett Crochet,Chicago White Sox,2022,2021,P,topps,239,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jose Abreu,Chicago White Sox,2022,2021,1B,topps,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andrew Vaughn,Chicago White Sox,2022,2021,"1B, OF",topps,120,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Cesar Hernandez,Chicago White Sox,2022,2021,2B,topps,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yasmani Grandal,Chicago White Sox,2022,2021,C,topps,284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Craig Kimbrel,Chicago White Sox,2022,2021,P,topps,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luis Robert,Chicago White Sox,2022,2021,OF,topps,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gavin Sheets,Chicago White Sox,2022,2021,"OF, DH",topps,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jose Abreu,Chicago White Sox,2021,2020,1B,topps,52,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Imitation Card?
Carlos Rodon,Chicago White Sox,2020,2019,P,topps,588,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Jimmy Lambert,Chicago White Sox,2021,2020,P,topps,US293,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steve Cishek,Chicago White Sox,2021,2020,P,topps,407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andrew Vaughn,Chicago White Sox,2021,2020,"1B, OF",bowman,50,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bowman Platinum
Gavin Sheets,Chicago White Sox,2021,2020,"1B, OF",topps,87BA-GSH,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Luis Robert,Chicago White Sox,2022,2021,OF,topps,NTCD-7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Trading Card Day
Edwin Encarnacion,Chicago White Sox,2021,2020,DH,topps,447,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Eloy Jimenez,Chicago White Sox,2021,2020,OF,topps,159,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jose Abreu,Chicago White Sox,2021,2020,1B,topps,380,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Matt Foster,Chicago White Sox,2021,2020,P,topps,123,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Zack Collins,Chicago White Sox,2022,2021,C,topps,351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Leury Garcia,Chicago White Sox,2022,2021,"2B, OF",topps,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Leury Garcia,Chicago White Sox,2022,2021,"2B, OF",topps,348,0,0,0,0,1,1,0,0,0,0,0,brown,0,0,0,0,0,0,0029/2022,0,
Dallas Keuchel,Chicago White Sox,2022,2021,P,topps,424,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eloy Jimenez,Chicago White Sox,2022,2021,OF,topps,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lance Lynn,Chicago White Sox,2022,2021,P,topps,460,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Michael Kopech,Chicago White Sox,2022,2021,P,topps,616,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yoan Moncada,Chicago White Sox,2022,2021,3B,topps,372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kendall Graveman,Chicago White Sox,2022,2021,P,topps,515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Romy Gonzalez,Chicago White Sox,2022,2021,"2B, 3B",topps,595,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dylan Cease,Chicago White Sox,2022,2021,P,topps,433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adam Haseley,Chicago White Sox,2022,2021,OF,topps,USC43,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Luis Robert,Chicago White Sox,2023,2022,OF,topps,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dylan Cease,Chicago White Sox,2023,2022,P,topps,AA-22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Aces
Liam Hendricks,Chicago White Sox,2023,2022,P,topps,175,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yasmani Grandal,Chicago White Sox,2023,2022,C,topps,268,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Davis Martin,Chicago White Sox,2023,2022,P,topps,188,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gavin Sheets,Chicago White Sox,2023,2022,OF,topps,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luis Robert,Chicago White Sox,2023,2022,OF,topps,SMLB-6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stars of MLB
Lenyn Sosa,Chicago White Sox,2023,2022,2B,topps,140,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lucas Giolito,Chicago White Sox,2023,2022,P,topps,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
