name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,attax,future_stars,chrome,gallery,first_bowman,parallel,refractor,all_star_rookie,stadium_club,heritage,allen_ginter,auto,numbered,imitation,notes
Zack Greinke,Arizona Diamondbacks,2018,2017,P,topps,AD-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Team Set
Joe Saunders,Arizona Diamondbacks,2012,2011,P,topps,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Randy Johnson,Arizona Diamondbacks,2008,2007,P,upper deck,402,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A.J. Pollock,Arizona Diamondbacks,2014,2013,OF,topps,648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rubby De La Rosa,Arizona Diamondbacks,2017,2016,P,topps,231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steven Souza Jr.,Arizona Diamondbacks,2018,2017,OF,topps,23,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Paul Goldschmidt,Arizona Diamondbacks,2019,2018,1B,topps,297,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Domingo Leyba,Arizona Diamondbacks,2015,2014,2B,bowman,67,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Yoan Lopez,Arizona Diamondbacks,2015,2014,P,bowman,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Ildemaro Vargas,Arizona Diamondbacks,2020,2019,2B,topps,114,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jake Lamb,Arizona Diamondbacks,2020,2019,3B,topps,158,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Reynolds,Arizona Diamondbacks,2008,2007,3B,topps,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Orlando Hudson,Arizona Diamondbacks,2008,2007,2B,topps,191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eduardo Escobar,Arizona Diamondbacks,2019,2018,3B,topps,HW62,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holiday Variant
David Peralta,Arizona Diamondbacks,2017,2016,OF,topps,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Paul Goldschmidt,Arizona Diamondbacks,2017,2016,1B,topps,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Christian Walker,Arizona Diamondbacks,2019,2018,1B,topps,US18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nick Ahmed,Arizona Diamondbacks,2019,2018,SS,topps,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zack Godley,Arizona Diamondbacks,2019,2018,P,topps,59,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Taijuan Walker,Arizona Diamondbacks,2017,2016,P,topps,US233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andrew Chafin,Arizona Diamondbacks,2019,2018,P,topps,484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luke Weaver,Arizona Diamondbacks,2019,2018,P,topps,US277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Merrill Kelly,Arizona Diamondbacks,2020,2019,P,topps,137,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alex Avila,Arizona Diamondbacks,2019,2018,C,topps,458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
John Ryan Murphy,Arizona Diamondbacks,2019,2018,C,topps,US186,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wilmer Flores,Arizona Diamondbacks,2019,2018,"1B, 2B",topps,US203,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Robbie Ray,Arizona Diamondbacks,2017,2017,P,topps,US153,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greg Holland,Arizona Diamondbacks,2019,2018,P,topps,US190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon Drury,Arizona Diamondbacks,2017,2016,OF,topps,470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Locastro,Arizona Diamondbacks,2021,2020,OF,topps,585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nick Ahmed,Arizona Diamondbacks,2021,2020,SS,topps,618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kole Calhoun,Arizona Diamondbacks,2021,2020,OF,topps,512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyler Gilbert,Arizona Diamondbacks,2022,2021,P,topps,130,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stuart Fairchild,Arizona Diamondbacks,2022,2021,OF,topps,163,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Team Card,Arizona Diamondbacks,2022,2021,team,topps,144,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Merrill Kelly,Arizona Diamondbacks,2022,2021,P,topps,74,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Drew Ellis,Arizona Diamondbacks,2022,2021,3B,topps,298,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Christian Walker,Arizona Diamondbacks,2022,2021,1B,topps,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pavin Smith,Arizona Diamondbacks,2022,2021,"1B, OF",topps,106,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Carson Kelly,Arizona Diamondbacks,2022,2021,C,topps,177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Reddick,Arizona Diamondbacks,2022,2021,OF,topps,318,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luke Weaver,Arizona Diamondbacks,2022,2021,P,topps,273,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ketel Marte,Arizona Diamondbacks,2022,2021,"2B, OF",topps,275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyler Gilbert,Arizona Diamondbacks,2022,2021,P,topps,130,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jason Kubel,Arizona Diamondbacks,2013,2012,OF,topps,129,1,0,0,0,1,1,0,0,1,0,0,purple,0,0,0,0,0,0,0,0,
Pavin Smith,Arizona Diamondbacks,2021,2020,1B,topps,23,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Eduardo Escobar,Arizona Diamondbacks,2021,2020,3B,topps,229,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Asdrubal Cabrera,Arizona Diamondbacks,2021,2020,"1B, 3B",topps,398,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Daulton Varsho,Arizona Diamondbacks,2022,2021,"C, OF",topps,394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Randy Johnson,Arizona Diamondbacks,2022,2021,P,topps,NHC-2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Hit Club
Henry Ramos,Arizona Diamondbacks,2022,2021,OF,topps,455,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zac Gallen,Arizona Diamondbacks,2022,2021,P,topps,562,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Melancon,Arizona Diamondbacks,2022,2021,P,topps,592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh VanMeter,Arizona Diamondbacks,2022,2021,2B,topps,534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nick Ahmed,Arizona Diamondbacks,2022,2021,SS,topps,371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Taylor Widener,Arizona Diamondbacks,2022,2021,P,topps,374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Seth Beer,Arizona Diamondbacks,2022,2021,1B,topps,345,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Juis Frias,Arizona Diamondbacks,2022,2021,P,topps,338,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jake McCarthy,Arizona Diamondbacks,2022,2021,OF,topps,370,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
David Peralta,Arizona Diamondbacks,2022,2021,OF,topps,410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Rojas,Arizona Diamondbacks,2022,2021,2B,topps,US180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jordan Luplow,Arizona Diamondbacks,2022,2021,OF,topps,US286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Seth Beer,Arizona Diamondbacks,2022,2021,OF,topps,162,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Josh Rojas,Arizona Diamondbacks,2022,2021,3B,topps,USC172,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Merrill Kelly,Arizona Diamondbacks,2023,2022,P,topps,71,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Seth Beer,Arizona Diamondbacks,2023,2022,"1B, DH",topps,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zac Gallen,Arizona Diamondbacks,2023,2022,P,topps,412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Drey Jameson,Arizona Diamondbacks,2023,2022,P,topps,502,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alek Thomas,Arizona Diamondbacks,2023,2022,OF,topps,568,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Corbin Carrol,Arizona Diamondbacks,2023,2022,OF,topps,SMLB-34,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stars of MLB
Emmanuel Rivera,Arizona Diamondbacks,2023,2022,3B,topps,431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Carson Kelly,Arizona Diamondbacks,2023,2022,C,topps,633,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
