name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,attax,future_stars,chrome,gallery,first_bowman,parallel,refractor,all_star_rookie,stadium_club,heritage,allen_ginter,auto,numbered,imitation,notes
Grant Balfour,Tampa Bay Rays,2014,2013,P,topps,656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Zobrist,Tampa Bay Rays,2014,2013,2B,topps,336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Moore,Tampa Bay Rays,2014,2013,P,topps,588,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
David Price,Tampa Bay Rays,2014,2013,P,topps,489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Evan Longoria,Tampa Bay Rays,2014,2013,3B,topps,330,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
James Loney,Tampa Bay Rays,2014,2013,1B,topps,328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeremy Hellickson,Tampa Bay Rays,2014,2013,P,topps,202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joel Peralta,Tampa Bay Rays,2014,2013,P,topps,236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alex Cobb,Tampa Bay Rays,2014,2013,P,topps,176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yunel Escobar,Tampa Bay Rays,2014,2013,SS,topps,184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wil Myers,Tampa Bay Rays,2014,2013,OF,topps,110,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Jose Molina,Tampa Bay Rays,2014,2013,C,topps,US-6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Austin Meadows,Tampa Bay Rays,2020,2019,OF,topps,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Emilio Pagan,Tampa Bay Rays,2020,2019,P,topps,22,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joe McCarthy,Tampa Bay Rays,2015,2014,OF,bowman,12,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jason Bartlett,Tampa Bay Rays,2009,2008,SS,topps,347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Garza,Tampa Bay Rays,2009,2008,P,topps,545,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Carl Crawford,Tampa Bay Rays,2008,2007,OF,topps,345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yandy Diaz,Tampa Bay Rays,2019,2018,"1B, 3B",topps,US68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Archer,Tampa Bay Rays,2017,2016,P,topps,326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brad Miller,Tampa Bay Rays,2017,2016,2B,topps,356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Duffy,Tampa Bay Rays,2019,2018,3B,topps,185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joey Wendle,Tampa Bay Rays,2019,2018,2B,topps,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trevor Plouffe,Tampa Bay Rays,2017,2016,3B,topps,US188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Avisail Garcia,Tampa Bay Rays,2019,2018,OF,topps,US188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Travis d'Arnaud,Tampa Bay Rays,2019,2018,C,topps,US184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Archer,Tampa Bay Rays,2017,2016,P,topps,104,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Charlie Morton,Tampa Bay Rays,2021,2020,P,topps,361,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Randy Arozarena,Tampa Bay Rays,2022,2021,OF,topps,T87C-2,0,0,0,0,1,1,0,0,1,0,0,gold,0,0,0,0,0,0,0,1987,
Wander Franco,Tampa Bay Rays,2022,2021,3B,topps,215,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Austin Meadows,Tampa Bay Rays,2022,2021,OF,topps,152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shane McClanahan,Tampa Bay Rays,2022,2021,P,topps,244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nelson Cruz,Tampa Bay Rays,2022,2021,DH,topps,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Brosseau,Tampa Bay Rays,2022,2021,"2B, 3B",topps,223,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Archer,Tampa Bay Rays,2022,2021,P,topps,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Randy Arozarena,Tampa Bay Rays,2022,2021,OF,topps,196,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Tyler Glasnow,Tampa Bay Rays,2022,2021,P,topps,302,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vidal Brujan,Tampa Bay Rays,2022,2021,"2B, OF",topps,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ji-Man Choi,Tampa Bay Rays,2022,2021,1B,topps,183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Zunino,Tampa Bay Rays,2022,2021,C,topps,324,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joey Wendle,Tampa Bay Rays,2022,2021,"2B, SS",topps,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyler Glasnow,Tampa Bay Rays,2021,2020,P,topps,128,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Topps Gallery
Nick Anderson,Tampa Bay Rays,2021,2020,P,topps,US233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vidal Brujan,Tampa Bay Rays,2022,2021,"2B, OF",topps,NTCD-27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Trading Card Day
Tyler Glasnow,Tampa Bay Rays,2021,2020,P,topps,322,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Wander Franco,Tampa Bay Rays,2022,2021,SS,topps,87BR-WF,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,Relic Card (Game Worn Memorabilia)
Drew Rasmussen,Tampa Bay Rays,2022,2021,P,topps,482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kevin Kiermaier,Tampa Bay Rays,2022,2021,OF,topps,454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Francisco Mejia,Tampa Bay Rays,2022,2021,C,topps,346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Lowe,Tampa Bay Rays,2022,2021,OF,topps,479,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shane Baz,Tampa Bay Rays,2022,2021,P,topps,421,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Manuel Margot,Tampa Bay Rays,2022,2021,OF,topps,612,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Manuel Margot,Tampa Bay Rays,2022,2021,OF,topps,612,1,0,0,0,1,1,0,0,0,0,0,silver,0,0,0,0,0,0,0,0,
Brandon Lowe,Tampa Bay Rays,2022,2021,"2B, OF",topps,499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yandy Diaz,Tampa Bay Rays,2022,2021,"1B, 3B",topps,496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brett Phillips,Tampa Bay Rays,2022,2021,OF,topps,569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luis Patiño,Tampa Bay Rays,2022,2021,P,topps,539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wander Franco,Tampa Bay Rays,2022,2021,SS,topps,US42,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rookie Debut: 6/22/2021
Josh Lowe,Tampa Bay Rays,2022,2021,OF,topps,US287,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rookie Debut: 9/8/2021
Vidal Brujan,Tampa Bay Rays,2022,2022,"2B, OF",topps,USC91,0,1,0,0,1,1,0,0,1,0,0,purple,0,0,0,0,0,0,0,0,Rookie Debut: 7/7/2021
Wander Franco,Tampa Bay Rays,2023,2022,SS,topps,215,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Ji-Man Choi,Tampa Bay Rays,2023,2022,1B,topps,305,0,0,0,0,1,1,0,0,0,0,0,silver,1,0,0,0,0,0,0,0,
Jonathan Aranda,Tampa Bay Rays,2023,2022,"1B, 2B",topps,154,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wander Franco,Tampa Bay Rays,2023,2022,SS,topps,SMLB-18,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stars of MLB (position is marked as OF on front)
Jeffrey Springs,Tampa Bay Rays,2023,2022,P,topps,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Manuel Margot,Tampa Bay Rays,2023,2022,OF,topps,204,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon Lowe,Tampa Bay Rays,2023,2022,2B,topps,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yandy Diaz,Tampa Bay Rays,2023,2022,"1B, 3B",topps,227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kevin Kiermaier,Tampa Bay Rays,2023,2022,OF,topps,272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
