name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,notes
Jeurys Familia,New York Mets,2013,2012,P,topps,271,0,1,0,0,1,0,
Chris Young,New York Mets,2011,2010,P,topps,580,0,0,0,0,1,0,
Jon Niese,New York Mets,2011,2010,P,topps,147,0,0,0,0,1,0,
Pedro Martinez,New York Mets,2008,2007,P,upper deck,577,0,0,0,0,1,0,
Mike Pelfrey,New York Mets,2011,2010,P,topps,542,0,0,0,0,1,0,
Jason Isringhausen,New York Mets,2012,2011,P,topps,323,0,0,0,0,1,0,
R.A. Dickey,New York Mets,2012,2011,P,topps,ES-10,0,0,0,0,1,1,Elite Skills Player (Throwing a Knuckleball)
Pedro Beato,New York Mets,2011,2010,P,topps,639,0,1,0,0,1,0,
Chris Capuano,New York Mets,2011,2010,P,topps,404,0,0,0,0,1,0,
Justin Turner,New York Mets,2014,2013,SS,topps,187,0,0,0,0,2,0,
Zack Wheeler,New York Mets,2014,2013,P,topps,266,0,0,0,0,2,1,Future Stars
Jeurys Familia,New York Mets,2014,2013,P,topps,376,1,0,0,0,3,0,One is Red Parallel
Ike Davis,New York Mets,2014,2013,1B,topps,540,0,0,0,0,2,0,
Lucas Duda,New York Mets,2014,2013,OF,topps,420,0,0,0,0,2,0,
Matt den Dekker,New York Mets,2014,2013,OF,topps,510,0,1,0,0,2,0,
David Wright,New York Mets,2014,2013,3B,topps,600,0,0,0,0,1,0,
Ruben Tejada,New York Mets,2014,2013,SS,topps,493,0,0,0,0,1,0,
Bartolo Colon,New York Mets,2014,2013,P,topps,631,0,0,0,0,2,0,
Dillon Gee,New York Mets,2014,2013,P,topps,432,0,0,0,0,1,0,
Juan Lagares,New York Mets,2014,2013,OF,topps,304,1,0,0,0,2,0,
Daniel Murphy,New York Mets,2014,2013,2B,topps,155,0,0,0,0,1,0,
David Wright,New York Mets,2014,2013,3B,topps,TM-DW,0,0,0,0,1,1,Topps Mini
Travis d'Arnaud,New York Mets,2014,2013,C,topps,248,0,1,0,0,1,0,
Wilmer Flores,New York Mets,2014,2013,SS,topps,86,0,1,0,0,1,0,
Jon Niese,New York Mets,2014,2013,P,topps,60,0,0,0,0,1,0,
Gonzalez Germen,New York Mets,2014,2013,P,topps,485,0,1,0,0,1,0,
Matt Harvey,New York Mets,2014,2013,P,topps,33,0,0,0,0,1,0,
Curtis Granderson,New York Mets,2014,2013,OF,topps,515,0,0,0,0,1,0,
Josh Satin,New York Mets,2014,2013,1B,topps,US-321,0,0,0,0,1,0,
Vic Black,New York Mets,2014,2013,P,topps,557,0,1,0,0,1,0,
Jenrry Mejia,New York Mets,2014,2013,P,topps,591,0,0,0,0,1,0,
Eric Young Jr.,New York Mets,2014,2013,OF,topps,436,1,0,0,0,1,0,
Tom Seaver,New York Mets,2014,2013,P,topps,WSH-TS,0,0,0,0,1,1,World Series Heros (1969 World Series)
Jacob deGrom,New York Mets,2014,2013,P,topps,MB-19,0,1,0,0,1,1,Topps Chrome
Bobby Parnell,New York Mets,2014,2013,P,topps,174,1,0,0,0,1,0,
