name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,notes
Shane Victorino,Boston Red Sox,2014,2013,OF,topps,301,0,0,0,0,1,0,
Junichi Tazawa,Boston Red Sox,2014,2013,P,topps,131,0,0,0,0,1,0,
Lars Anderson,Boston Red Sox,2011,2010,1B,topps,254,0,1,0,0,1,0,
Adrian Gonzalez,Boston Red Sox,2011,2010,1B,topps,425,0,0,0,0,1,0,
Jarrod Saltalamacchia,Boston Red Sox,2014,2013,C,topps,48,0,0,0,0,1,0,
Mike Lowell,Boston Red Sox,2011,2010,1B,topps,123,0,0,0,0,1,0,
Dustin Pedroia,Boston Red Sox,2013,2012,2B,topps,TM-11,0,0,0,0,1,1,Topps Mini
David Ortiz,Boston Red Sox,2014,2013,DH,topps,259,1,0,0,0,1,1,World Series (2013 World Series Game 6)
Ryan Dempster,Boston Red Sox,2014,2013,P,topps,466,0,0,0,0,1,0,
Jon Lester,Boston Red Sox,2014,2013,P,topps,113,0,0,1,0,1,0,
Adrian Gonzalez,Boston Red Sox,2012,2011,1B,topps,50,1,0,0,0,1,0,
Mark Melanchon,Boston Red Sox,2012,2011,P,topps,45,0,0,1,0,1,0,
Kevin Youkilis,Boston Red Sox,2010,2009,1B,topps,none,0,0,0,0,1,1,Topps Attax
Mike Carp,Boston Red Sox,2014,2013,OF,topps,11,0,0,0,0,1,0,
Joel Hanrahan,Boston Red Sox,2014,2013,P,topps,194,1,0,0,0,1,0,
Andre Dawson,Boston Red Sox,2012,2011,OF,topps,GS-19,1,0,0,0,1,0,Gold Standard (1500 RBI)
A.J. Pierzynski,Boston Red Sox,2014,2013,C,topps,595,0,0,0,0,1,0,
David Ortiz,Boston Red Sox,2011,2010,DH,topps,315,0,0,0,0,1,0,
Mike Cameron,Boston Red Sox,2011,2010,OF,topps,357,0,0,0,0,1,0,
Jacoby Ellsbury,Boston Red Sox,2012,2011,OF,topps,4,0,0,1,0,1,0,
Ryan Kalish,Boston Red Sox,2011,2010,OF,topps,314,1,0,0,0,1,0,
Josh Beckett,Boston Red Sox,2010,2009,P,topps,none,0,0,0,0,1,1,Topps Attax (Hot Streak)
J.D. Drew,Boston Red Sox,2011,2010,OF,topps,653,0,0,0,0,1,0,
Dustin Pedroia,Boston Red Sox,2010,2009,2B,topps,none,0,0,0,0,1,1,Topps Attax
Daniel Nava,Boston Red Sox,2014,2013,OF,topps,362,1,0,0,0,1,0,
Jody Reed,Boston Red Sox,1990,1989,SS,leaf,150,0,0,0,0,1,0,
Tony Armas,Boston Red Sox,1985,1985,OF,donruss,127,0,0,0,0,3,0,
Mike Boddicker,Boston Red Sox,1990,1989,P,leaf,19,0,0,0,0,1,0,
John Dopson,Boston Red Sox,1990,1989,P,leaf,130,0,0,0,0,1,0,
Andrew Cashner,Boston Red Sox,2020,2019,P,topps,153,0,0,0,0,2,0,
Mitch Moreland,Boston Red Sox,2019,2018,1B,topps,262,0,0,0,0,1,0,
Craig Kimbrel,Boston Red Sox,2017,2016,P,topps,309,0,0,0,0,1,0,
Dwight Evans,Boston Red Sox,1990,1989,OF,leaf,235,0,0,0,0,1,0,
Ellis Burks,Boston Red Sox,1990,1989,OF,leaf,261,0,0,0,0,1,0,
Nomar Garciaparra,Boston Red Sox,1997,1996,SS,pinnacle,197,0,0,0,0,1,0,Goin' Jake (Home Run Derby)
David Price,Boston Red Sox,2019,2018,P,topps,HW68,1,0,0,0,2,1,Holiday variant
Jeff Bailey,Boston Red Sox,2009,2008,OF,topps,171,0,0,0,0,1,0,
Tim Wakefield,Boston Red Sox,2008,2007,P,topps,295,0,0,0,0,1,0,With printed signature
Rich Gedman,Boston Red Sox,1986,1985,C,sportflics,149,0,0,0,0,1,1,3D card
Rick Miller,Boston Red Sox,1982,1981,OF,topps,717,0,0,0,0,1,0,With printed signature
John Tudor,Boston Red Sox,1982,1981,P,topps,558,0,0,0,0,1,0,With printed signature
Mark Clear,Boston Red Sox,1984,1984,P,donruss,32,0,0,0,0,2,0,Leaf variant
Marty Barrett,Boston Red Sox,1984,1984,2B,donruss,229,0,0,0,0,1,0,Leaf variant
Bruce Hurst,Boston Red Sox,1984,1984,P,donruss,73,0,0,0,0,1,0,Leaf variant
Jackie Bradley Jr.,Boston Red Sox,2019,2018,OF,topps,179,1,0,0,0,1,0,
Carlos Quintana,Boston Red Sox,1989,1988,OF,upper deck,26,0,1,0,0,2,0,
Dustin Pedroia,Boston Red Sox,2018,2017,2B,topps,236,0,0,0,0,1,0,Cardboard Card
Coco Crisp,Boston Red Sox,2006,2005,OF,fleer,152,0,0,0,0,1,0,
Glenn Hoffman,Boston Red Sox,1983,1982,SS,topps,108,0,0,0,0,1,0,
Mitch Moreland,Boston Red Sox,2019,2018,1B,topps,262,0,0,0,0,1,0,
Chuck Rainey,Boston Red Sox,1982,1981,P,topps,522,0,0,0,0,1,0,
Aaron Sele,Boston Red Sox,1994,1993,P,upper deck,80,1,0,0,0,1,0,Electric Diamond
Aaron Sele,Boston Red Sox,1994,1993,P,upper deck,191,0,0,0,0,1,0,"Special Edition, Collector's Choice"
Mark Clear,Boston Red Sox,1984,1984,P,donruss,538,0,0,0,0,1,0,
Glenn Hoffman,Boston Red Sox,1985,1984,SS,topps,633,0,0,0,0,1,0,
Rick Miller,Boston Red Sox,1985,1984,OF,topps,502,0,0,0,0,1,0,
Jackie Gutierrez,Boston Red Sox,1985,1984,SS,topps,89,0,0,0,0,1,0,
Tony Armas,Boston Red Sox,1985,1984,OF,topps,707,0,0,0,1,1,0,
Mark Clear,Boston Red Sox,1982,1981,P,fleer,290,0,0,0,0,1,0,
Gary Allenson,Boston Red Sox,1982,1981,C,fleer,287,0,0,0,0,1,0,
Bill Campbell,Boston Red Sox,1982,1981,P,fleer,289,0,0,0,0,1,0,
Tom Burgmeier,Boston Red Sox,1982,1981,P,fleer,288,0,0,0,0,1,0,
Dave Valle,Boston Red Sox,1994,1993,C,upper deck,333,1,0,0,0,1,0,Electric Diamond
Bob Ojeda,Boston Red Sox,1984,1984,P,donruss,371,0,0,0,0,1,0,
Bill Buckner,Boston Red Sox,1984,1984,1B,donruss,416,0,0,0,0,1,0,
Nathan Eovaldi,Boston Red Sox,2019,2018,P,topps,US282,0,0,0,0,2,0,
Tom Seaver,Boston Red Sox,1986,1986,P,donruss,375,0,0,0,0,1,0,
Dave Stapleton,Boston Red Sox,1982,1981,2B,topps,589,0,0,0,0,1,0,With printed signature
Jackie Bradley Jr.,Boston Red Sox,2020,2019,OF,topps,138,1,0,0,0,3,0,
Ellis Burks,Boston Red Sox,1989,1988,OF,upper deck,434,0,0,0,0,1,0,
Mike Greenwell,Boston Red Sox,1989,1988,OF,upper deck,432,0,0,0,0,2,0,
Tom Burgmeier,Boston Red Sox,1982,1982,P,donruss,361,0,0,0,0,1,0,
Bob Stanley,Boston Red Sox,1982,1982,P,donruss,134,0,0,0,0,1,0,
John Tudor,Boston Red Sox,1984,1983,P,topps,601,0,0,0,0,1,0,
Bob Stanley,Boston Red Sox,1984,1983,P,topps,320,0,0,0,0,1,0,
Jerry Remy,Boston Red Sox,1984,1983,2B,topps,445,0,0,0,0,1,0,
Bob Ojeda,Boston Red Sox,1984,1983,P,topps,162,0,0,0,0,1,0,
Reid Nichols,Boston Red Sox,1984,1983,OF,topps,238,0,0,0,0,1,0,
Tom Bolton,Boston Red Sox,1989,1988,P,upper deck,545,0,0,0,0,1,0,
Bob Stanley,Boston Red Sox,1989,1988,P,upper deck,411,0,0,0,0,1,0,
Jody Reed,Boston Red Sox,1989,1988,SS,upper deck,370,0,0,0,0,1,0,
Craig Kimbrel,Boston Red Sox,2017,2016,P,topps,US269,0,0,0,1,1,0,
Doug Fister,Boston Red Sox,2017,2016,P,topps,US131,0,0,0,0,1,0,
Sandy Leon,Boston Red Sox,2019,2018,C,topps,419,0,0,0,0,1,0,
Allen Webster,Boston Red Sox,2013,2012,P,bowman,BPP61,0,0,0,0,1,1,Bowman Platinum
David Ortiz,Boston Red Sox,2021,2020,DH,topps,19,0,0,0,0,1,1,The World's Champions (Allen & Ginter)
Mike Boddicker,Boston Red Sox,1990,1989,P,fleer,267,0,0,0,0,1,0,
Lee Smith,Boston Red Sox,1989,1988,P,topps,760,0,0,0,0,1,0,
Tom Bolton,Boston Red Sox,1988,1987,P,donruss,539,0,0,0,0,1,0,
Greg Blosser,Boston Red Sox,1990,1989,OF,upper deck,70,0,0,0,0,1,1,Top Prospect
Rich Gedman,Boston Red Sox,1988,1988,C,donruss,162,0,0,0,0,1,0,
Kevin Romine,Boston Red Sox,1990,1989,OF,donruss,290,0,0,0,0,1,0,
Tony Pena,Boston Red Sox,1991,1990,C,topps,375,0,0,0,0,1,0,
Roger Clemens,Boston Red Sox,1989,1988,P,score,350,0,0,0,0,1,0,
Randy Kutcher,Boston Red Sox,1990,1989,OF,topps,676,0,0,0,0,1,0,
Mike Boddicker,Boston Red Sox,1990,1989,P,upper deck,652,0,0,0,0,1,0,
Joe Hesketh,Boston Red Sox,1991,1991,P,donruss,611,0,0,0,0,1,0,
Tom Brunansky,Boston Red Sox,1993,1992,P,topps,532,0,0,0,0,1,0,
John Valentin,Boston Red Sox,1993,1992,P,topps,424,0,0,0,0,1,0,
Scott Cooper,Boston Red Sox,1993,1992,"1B, 3B",topps,655,0,0,0,0,1,0,
Paul Quantrill,Boston Red Sox,1993,1992,P,topps,528,0,0,0,0,1,0,
Tony Pena,Boston Red Sox,1993,1992,C,topps,618,0,0,0,0,2,0,
