name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,attax,future_stars,chrome,gallery,first_bowman,parallel,refractor,all_star_rookie,stadium_club,heritage,allen_ginter,auto,numbered,notes
Dee Gordon,Los Angeles Dodgers,2014,2013,SS,topps,587,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Clayton Kershaw,Los Angeles Dodgers,2014,2013,P,topps,604,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013 NL Cy Young Award Winner
Juan Uribe,Los Angeles Dodgers,2014,2013,3B,topps,596,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kenley Jansen,Los Angeles Dodgers,2014,2013,P,topps,606,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yasiel Puig,Los Angeles Dodgers,2014,2013,OF,topps,552,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Series Two Checklist, 2nd-Most Hits All-Time in Debut Month"
Alex Guerrero,Los Angeles Dodgers,2014,2013,2B,topps,643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brian Wilson,Los Angeles Dodgers,2014,2013,P,topps,367,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dan Haren,Los Angeles Dodgers,2014,2013,P,topps,646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Clayton Kershaw,Los Angeles Dodgers,2014,2013,P,topps,400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A.J. Ellis,Los Angeles Dodgers,2014,2013,C,topps,519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andre Ethier,Los Angeles Dodgers,2014,2013,OF,topps,415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Carl Crawford,Los Angeles Dodgers,2014,2013,OF,topps,566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ricky Nolasco,Los Angeles Dodgers,2014,2013,P,topps,193,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Michael Young,Los Angeles Dodgers,2014,2013,3B,topps,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Beckett,Los Angeles Dodgers,2014,2013,P,topps,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon League,Los Angeles Dodgers,2014,2013,P,topps,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Ellis,Los Angeles Dodgers,2014,2013,2B,topps,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hyun-Jin Ryu,Los Angeles Dodgers,2014,2013,P,topps,40,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
Yasiel Puig,Los Angeles Dodgers,2014,2013,OF,topps,331,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
Zach Greinke,Los Angeles Dodgers,2014,2013,P,topps,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hanley Ramirez,Los Angeles Dodgers,2014,2013,SS,topps,314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Onelki Garcia,Los Angeles Dodgers,2014,2013,P,topps,197,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Justin Turner,Los Angeles Dodgers,2014,2013,3B,topps,US-68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Erisbel Arruebarrena,Los Angeles Dodgers,2014,2013,SS,topps,US-196,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Orel Hershiser,Los Angeles Dodgers,1991,1990,P,fleer,208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Morgan,Los Angeles Dodgers,1990,1989,P,upper deck,578,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jim Neidlinger,Los Angeles Dodgers,1990,1989,P,upper deck,632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dave Hansen,Los Angeles Dodgers,1990,1989,3B,upper deck,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Kemp,Los Angeles Dodgers,2019,2018,OF,topps,366,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Sporting News
Mike Scioscia,Los Angeles Dodgers,1985,1985,C,donruss,93,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mariano Duncan,Los Angeles Dodgers,1985,1985,SS,donruss,128,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hubie Brooks,Los Angeles Dodgers,1990,1989,OF,leaf,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alex Guerrero,Los Angeles Dodgers,2014,2013,SS,topps,14,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Checkered
Chan Ho Park,Los Angeles Dodgers,1995,1994,P,upper deck,340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collector's Choice
Justin Turner,Los Angeles Dodgers,2016,2015,3B,topps,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Justin Turner,Los Angeles Dodgers,2017,2016,3B,topps,251,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Darryl Strawberry,Los Angeles Dodgers,1994,1993,OF,topps,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Topps Finest
Franklin Gutierrez,Los Angeles Dodgers,2017,2016,OF,topps,US154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alex Verdugo,Los Angeles Dodgers,2020,2019,OF,topps,174,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jay Johnstone,Los Angeles Dodgers,1982,1981,OF,topps,774,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alex Verdugo,Los Angeles Dodgers,2019,2018,OF,topps,HW9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Holiday variant
Pedro Martinez,Los Angeles Dodgers,1993,1992,P,topps,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Major League Prospects
Russell Martin,Los Angeles Dodgers,2019,2018,C,topps,US41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A.J. Pollock,Los Angeles Dodgers,2019,2018,OF,topps,US70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Enrique Hernandez,Los Angeles Dodgers,2019,2018,"2B, OF",topps,117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Randy Wolf,Los Angeles Dodgers,2008,2007,P,topps,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scott Van Slyke,Los Angeles Dodgers,2017,2016,OF,topps,337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yasiel Puig,Los Angeles Dodgers,2017,2016,OF,topps,375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fernando Valenzuela,Los Angeles Dodgers,1986,1985,P,sportflicx,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3D Card
Jerry Reuss,Los Angeles Dodgers,1982,1981,P,topps,710,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kenley Jansen,Los Angeles Dodgers,2020,2019,P,topps,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Young,Los Angeles Dodgers,2019,2018,"SS, OF",topps,72,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kenley Jansen,Los Angeles Dodgers,2019,2018,P,topps,129,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yasiel Puig,Los Angeles Dodgers,2019,2018,OF,topps,162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joc Pederson,Los Angeles Dodgers,2019,2018,OF,topps,231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Juan Bell,Los Angeles Dodgers,1989,1988,SS,topps,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brett Eibner,Los Angeles Dodgers,2017,2016,OF,topps,US298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Justin Turner,Los Angeles Dodgers,2018,2017,3B,topps,109,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cardboard Card, with printed signature"
Alejandro Pena,Los Angeles Dodgers,1984,1984,P,donruss,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf Variant
Orel Hershiser,Los Angeles Dodgers,1994,1993,P,upper deck,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collector's Choice
Terry Whitfield,Los Angeles Dodgers,1984,1984,OF,donruss,540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alejandro Pena,Los Angeles Dodgers,1985,1984,P,topps,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Franklin Stubbs,Los Angeles Dodgers,1985,1984,"1B, OF",topps,506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Russell,Los Angeles Dodgers,1985,1984,SS,topps,343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom Niedenfuer,Los Angeles Dodgers,1985,1984,P ,topps,782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rick Honeycutt,Los Angeles Dodgers,1985,1984,P,topps,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Burt Hooton,Los Angeles Dodgers,1985,1984,P,topps,201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pedro Guerrero,Los Angeles Dodgers,1985,1984,"3B, OF",topps,575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Scioscia,Los Angeles Dodgers,1985,1984,C,topps,549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bob Welch,Los Angeles Dodgers,1984,1984,P,donruss,372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Devereaux,Los Angeles Dodgers,1989,1988,OF,upper deck,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rick Monday,Los Angeles Dodgers,1982,1981,OF,topps,577,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
William Brennan,Los Angeles Dodgers,1989,1988,P,upper deck,16,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Hamilton,Los Angeles Dodgers,1989,1988,3B,upper deck,615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Belcher,Los Angeles Dodgers,1989,1988,P,upper deck,648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jesse Orosco,Los Angeles Dodgers,1989,1988,P,upper deck,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fernando Valenzuela,Los Angeles Dodgers,1989,1988,P,upper deck,656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Orel Hershiser,Los Angeles Dodgers,1989,1988,P,upper deck,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Crews,Los Angeles Dodgers,1989,1988,P,upper deck,611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Franklin Stubbs,Los Angeles Dodgers,1989,1988,1B,upper deck,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bob Bailor,Los Angeles Dodgers,1984,1984,"1B, 2B, 3B, SS",donruss,397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kenta Maeda,Los Angeles Dodgers,2020,2019,P,topps,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rich Hill,Los Angeles Dodgers,2017,2016,P,topps,462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Justin Turner,Los Angeles Dodgers,2021,2020,3B,topps,156,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
Justin Turner,Los Angeles Dodgers,2021,2020,3B,topps,370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pedro Guerrero,Los Angeles Dodgers,1987,1987,OF,donruss,BC-16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MVP
Cody Bellinger,Los Angeles Dodgers,2021,2020,1B,topps,174,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,In Action
Gavin Lux,Los Angeles Dodgers,2020,2019,"2B, SS",topps,107,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Topps Gallery
D.P. May,Los Angeles Dodgers,2020,2019,P,topps,155,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Gypsy Queen
Tony Gonsolin,Los Angeles Dodgers,2021,2020,P,topps,283,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
Henry Rodriguez,Los Angeles Dodgers,1993,1992,OF,topps,284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mickey Hatcher,Los Angeles Dodgers,1990,1989,"1B, 2B, 3B, SS, OF",score,359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Orel Hershiser,Los Angeles Dodgers,1989,1988,P,upper deck,665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NLCS MVP
Kal Daniels,Los Angeles Dodgers,1990,1989,OF,upper deck,166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eric Davis,Los Angeles Dodgers,1992,1991,OF,donruss,482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Darryl Strawberry,Los Angeles Dodgers,1991,1990,OF,upper deck,174,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Heep,Los Angeles Dodgers,1989,1988,OF,fleer,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jay Howell,Los Angeles Dodgers,1989,1988,P,score,378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Davis,Los Angeles Dodgers,1989,1988,OF,score,376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kiki Davis,Los Angeles Dodgers,1990,1989,P,upper deck,59,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Top Prospect
Tim Belcher,Los Angeles Dodgers,1991,1990,P,upper deck,668,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eric Davis,Los Angeles Dodgers,1993,1992,OF,bowman,450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jim Gott,Los Angeles Dodgers,1991,1990,P,topps,606,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Scioscia,Los Angeles Dodgers,1991,1990,C,topps,305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Hamilton,Los Angeles Dodgers,1992,1991,3B,topps,151,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Winner
Eric Davis,Los Angeles Dodgers,1993,1992,OF,topps,745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cody Bellinger,Los Angeles Dodgers,2022,2021,OF,topps,T87C-6,0,0,0,0,1,1,0,0,1,0,0,gold,1,0,0,0,0,0,0,1987 imitation
Max Scherzer,Los Angeles Dodgers,2022,2021,P,topps,310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Albert Pujols,Los Angeles Dodgers,2022,2021,1B,topps,237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mookie Betts,Los Angeles Dodgers,2022,2021,OF,topps,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Moving On!,Los Angeles Dodgers,2022,2021,none,topps,238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Taylor Walks Off The NL Wild Card Game
Corey Seager,Los Angeles Dodgers,2022,2021,SS,topps,301,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Clayton Kershaw,Los Angeles Dodgers,2022,2021,P,topps,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Clayton Kershaw,Los Angeles Dodgers,2022,2021,P,topps,41,0,0,0,0,1,1,0,0,0,0,0,silver,0,0,0,0,0,0,0,
Justin Turner,Los Angeles Dodgers,2022,2021,3B,topps,257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Julio Urias,Los Angeles Dodgers,2022,2021,P,topps,299,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
David Price,Los Angeles Dodgers,2022,2021,P,topps,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Will Smith,Los Angeles Dodgers,2022,2021,C,topps,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cody Bellinger,Los Angeles Dodgers,2022,2021,OF,topps,GN-17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Generation Now
Andre Jackson,Los Angeles Dodgers,2022,2021,P,topps,258,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cody Bellinger,Los Angeles Dodgers,2021,2020,"1B, OF",topps,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
Walker Buehler,Los Angeles Dodgers,2020,2019,P,topps,152,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UK Edition
DJ Peters,Los Angeles Dodgers,2021,2020,OF,topps,US11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Taylor,Los Angeles Dodgers,2021,2020,"2B, OF",topps,ASG-34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yoshi Tsutsugo,Los Angeles Dodgers,2021,2020,OF,topps,US54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luke Raley,Los Angeles Dodgers,2021,2020,OF,topps,526,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
Chris Taylor,Los Angeles Dodgers,2020,2019,"SS, OF",topps,416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wilman Diaz,Los Angeles Dodgers,2021,2020,SS,bowman,BD-184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zach McKinstry,Los Angeles Dodgers,2021,2020,2B,topps,59,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Steve Sax,Los Angeles Dodgers,2021,2020,2B,topps,690,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Don Sutton,Los Angeles Dodgers,2021,2020,P,topps,674,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Victor Gonzalez,Los Angeles Dodgers,2021,2020,P,topps,111,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Julio Urias,Los Angeles Dodgers,2021,2020,P,topps,399,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Kenley Jansen,Los Angeles Dodgers,2021,2020,P,topps,344,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Team Card,Los Angeles Dodgers,2022,2021,team,topps,469,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
