name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,notes
Derek Jeter,New York Yankees,2014,2013,SS,topps,200,0,0,0,0,1,0,
Rafael Soriano,New York Yankees,2013,2012,P,topps,329,0,0,0,0,1,0,
Joba Chamberlain,New York Yankees,2011,2010,P,topps,649,0,0,0,0,1,0,
A.J. Burnett,New York Yankees,2011,2010,P,topps,492,0,0,0,0,1,0,
Kerry Wood,New York Yankees,2011,2010,P,topps,189,0,0,0,0,1,0,
Javier Vazquez,New York Yankees,2010,2009,P,topps,none,0,0,0,0,1,1,Topps Attax
Curtis Granderson,New York Yankees,2010,2009,OF,topps,none,0,0,0,0,1,1,Topps Attax
Curtis Granderson,New York Yankees,2013,2012,OF,topps,214,0,0,0,0,1,0,
Hideki Matsui,New York Yankees,2009,2008,OF,upper deck,206,0,0,0,0,1,1,Gold (First Edition)
Brett Gardner,New York Yankees,2011,2010,OF,topps,69,0,0,0,0,1,0,
Johnny Damon,New York Yankees,2009,2008,OF,upper deck,205,0,0,0,0,1,1,Gold (First Edition)
Lance Berkman,New York Yankees,2011,2010,DH,topps,144,0,0,0,0,1,0,
Alex Rodriguez,New York Yankees,2011,2010,3B,topps,50,0,0,0,0,1,0,
Alex Rodriguez,New York Yankees,2011,2010,3B,topps,155,0,0,0,0,1,1,Series 1 Checklist 3 of 5 (Youngest Ever to 600 HRs)
Derek Jeter,New York Yankees,2012,2011,SS,topps,30,0,0,0,0,1,0,
Robinson Cano,New York Yankees,2011,2010,2B,topps,T60-6,0,0,0,0,1,1,Topps 60 (Career Batting AVG by Yankees Second Basemen)
Curtis Granderson,New York Yankees,2011,2010,OF,topps,433,1,0,0,0,1,0,
Nick Swisher,New York Yankees,2011,2010,OF,topps,279,1,0,0,0,1,0,
Brett Gardner,New York Yankees,2012,2011,OF,topps,635,0,0,0,0,1,0,
Nick Swisher,New York Yankees,2012,2011,OF,topps,488,0,0,0,0,1,0,
Nick Swisher,New York Yankees,2012,2011,OF,topps,47,0,0,1,0,1,0,
Kelly Johnson,New York Yankees,2014,2013,2B,topps,504,0,0,0,0,2,0,One is Red Parallel
Melky Mesa,New York Yankees,2013,2012,OF,topps,231,0,1,0,0,1,0,
Chris Dickerson,New York Yankees,2012,2011,OF,topps,475,0,0,0,0,1,0,
CC Sabathia,New York Yankees,2014,2013,P,topps,457,0,0,0,0,2,0,
Jacoby Ellsbury,New York Yankees,2014,2013,OF,topps,650,0,0,0,0,2,0,
Ivan Nova,New York Yankees,2014,2013,P,topps,479,0,0,0,0,1,0,
Michael Pineda,New York Yankees,2014,2013,P,topps,553,0,0,0,0,1,0,
Carlos Beltran,New York Yankees,2014,2013,OF,topps,593,0,0,0,0,1,0,
Rickey Henderson,New York Yankees,1989,1988,OF,fleer,254,0,0,0,0,9,0,
Rickey Henderson,New York Yankees,1988,1987,OF,fleer,209,0,0,0,0,12,0,
Rickey Henderson,New York Yankees,1988,1987,OF,topps,60,0,0,0,0,8,0,
Team Card,New York Yankees,2020,2019,team,topps,83,1,0,0,0,1,0,
Ron Guidry,New York Yankees,1985,1985,P,donruss,103,0,0,0,0,2,0,
Adam Ottavino,New York Yankees,2018,2017,P,topps,268,0,0,0,0,1,1,The World's Champions (Allen & Ginter)
Tim Leary,New York Yankees,1990,1989,P,leaf,148,0,0,0,0,1,0,
Jay Howell,New York Yankees,1984,1984,P,donruss,244,0,0,0,0,2,0,Leaf variant
Dan Pasqua,New York Yankees,1986,1986,OF,sportflics,143,0,0,0,0,1,0,
Bobby Murcer,New York Yankees,1982,1981,OF,donruss,486,0,0,0,0,1,0,
Willie Randolph,New York Yankees,1982,1981,2B,donruss,461,0,0,0,0,7,0,
Didi Gregorius,New York Yankees,2017,2016,SS,topps,482,0,0,0,0,1,0,
Ron Davis,New York Yankees,1982,1981,P,donruss,451,0,0,0,0,2,0,
Oscar Gamble,New York Yankees,1982,1981,OF,donruss,360,0,0,0,0,1,0,
Ron Davis,New York Yankees,1982,1981,P,topps,635,0,0,0,0,2,0,
Brian McCann,New York Yankees,2017,2016,C,topps,48,0,0,0,0,1,0,
Nick Johnson,New York Yankees,2010,2009,1B,topps,NYY17,0,0,0,0,1,0,
Nick Swisher,New York Yankees,2010,2009,OF,topps,NYY8,0,0,0,0,1,0,
CC Sabathia,New York Yankees,2010,2009,P,topps,NYY3,0,0,0,0,1,0,
A.J. Burnett,New York Yankees,2010,2009,P,topps,NYY10,0,0,0,0,1,0,
Joba Chamberlain,New York Yankees,2010,2009,P,topps,NYY11,0,0,0,0,1,0,
Barry Foote,New York Yankees,1982,1981,C,topps,706,0,0,0,0,1,0,
Dave Righetti,New York Yankees,1984,1984,P,donruss,219,0,0,0,0,3,0,Leaf variant
Aaron Hicks,New York Yankees,2019,2018,OF,topps,260,0,0,0,0,1,0,
Wade Boggs,New York Yankees,1993,1993,3B,donruss,36,0,0,0,0,1,1,Special Edition (Gold Panels)
Mike Pagliarulo,New York Yankees,1984,1984,3B,donruss,539,0,0,0,0,1,0,
Aroldis Chapman,New York Yankees,2020,2019,P,topps,161,0,0,0,0,6,0,
Dennis Rasmussen,New York Yankees,1984,1984,P,donruss,48,0,0,0,0,1,0,Leaf variant
Rick Cerone,New York Yankees,1985,1984,C,topps,429,0,0,0,0,1,0,
Dennis Rasmussen,New York Yankees,1985,1984,P,topps,691,0,0,0,0,1,0,
Jay Howell,New York Yankees,1985,1984,P,topps,559,0,0,0,0,1,0,
Mike Armstrong,New York Yankees,1985,1984,P,topps,612,0,0,0,0,1,0,
Toby Harrah,New York Yankees,1985,1984,3B,topps,94,0,0,0,0,1,0,
Brian Dayett,New York Yankees,1985,1984,OF,topps,534,0,0,0,0,1,0,
Mike Stanley,New York Yankees,1994,1993,C,upper deck,229,1,0,0,0,1,1,Electric Diamond
Don Baylor,New York Yankees,1985,1985,DH,donruss,347,0,0,0,0,2,0,
Bob Shirley,New York Yankees,1984,1984,P,donruss,370,0,0,0,0,1,0,
Edwin Encarnacion,New York Yankees,2019,2018,DH,topps,US287,0,0,0,0,1,0,
Luis Cessa,New York Yankees,2019,2018,P,topps,US286,0,0,0,0,1,0,
Adam Ottavino,New York Yankees,2019,2018,P,topps,US236,1,0,0,0,2,0,
Bobby Meacham,New York Yankees,1984,1984,SS,donruss,126,0,0,0,0,1,0,
Dave Wehrmeister,New York Yankees,1982,1981,P,topps,694,0,0,0,0,1,0,
Rafael Santana,New York Yankees,1989,1988,SS,upper deck,216,0,0,0,0,1,0,
Roberto Kelly,New York Yankees,1989,1988,OF,upper deck,590,0,0,0,0,2,0,
Charles Hudson,New York Yankees,1989,1988,P,upper deck,586,0,0,0,0,1,0,
CC Sabathia,New York Yankees,2019,2018,P,topps,486,0,0,0,0,1,0,
Butch Hobson,New York Yankees,1983,1982,"1B, 3B",topps,652,0,0,0,0,3,0,
Mel Hall,New York Yankees,1989,1988,OF,upper deck,729,0,0,0,0,1,0,
Claudell Washington,New York Yankees,1989,1988,OF,upper deck,310,0,0,0,0,1,0,
Butch Wynegar,New York Yankees,1984,1984,C,donruss,165,0,0,0,0,1,0,Leaf variant
Babe Ruth,New York Yankees,2021,2020,OF,topps,120,0,0,0,0,1,1,The World's Champions (Allen & Ginter)
Ronald Torreyes,New York Yankees,2017,2016,SS,topps,US54,0,0,0,0,1,0,
Austin Romine,New York Yankees,2019,2018,C,topps,426,0,0,0,0,1,0,
Zack Britton,New York Yankees,2019,2018,P,topps,US214,0,0,0,0,1,0,
Dellin Betances,New York Yankees,2017,2016,P,topps,191,0,0,1,0,1,0,
Gary Sanchez,New York Yankees,2021,2020,C,topps,CCR-GS,1,0,0,0,1,1,"Topps Heritage (Clubhouse Collection, Game-Used Jersey Piece)"
Corey Kluber,New York Yankees,2021,2020,P,topps,6,0,0,0,0,1,1,Topps Stadium Club
Luis Polonia,New York Yankees,1990,1989,OF,score,442,0,0,0,0,1,0,
Rick Cerone,New York Yankees,1988,1987,C,score,486,0,0,0,0,1,0,
Lance McCullers,New York Yankees,1989,1988,P,upper deck,710,0,0,0,0,1,0,
Claudell Washington,New York Yankees,1987,1986,OF,topps,15,0,0,0,0,1,0,
Wayne Tolleson,New York Yankees,1988,1987,SS,topps,411,0,0,0,0,1,0,
Roberto Kelly,New York Yankees,1990,1990,OF,donruss,538,0,0,0,0,1,0,
Dave Winfield,New York Yankees,1986,1985,OF,topps,717,0,0,0,0,1,1,A.L. All Star
Ron Guidry,New York Yankees,1986,1985,P,topps,610,0,0,0,0,1,0,
Henry Cotto,New York Yankees,1987,1986,OF,topps,174,0,0,0,0,1,0,
Don Mattingly,New York Yankees,1992,1992,1B,donruss,609,0,0,0,0,1,0,
Charles Hudson,New York Yankees,1987,1987,P,donruss,374,0,0,0,0,1,0,
Sam Militello,New York Yankees,1993,1992,P,topps,624,0,0,0,0,1,0,
Hensley Meulens,New York Yankees,1992,1991,"3B, OF",topps,154,0,0,0,0,1,1,Winner
Matt Nokes,New York Yankees,1993,1992,C,topps,561,0,0,0,0,1,0,
