name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,attax,future_stars,chrome,gallery,first_bowman,parallel,refractor,all_star_rookie,stadium_club,heritage,allen_ginter,auto,numbered,notes
Matt Cain,San Francisco Giants,2011,2010,P,topps,570,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Lincecum,San Francisco Giants,2011,2010,P,topps,590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brian Wilson,San Francisco Giants,2011,2010,P,topps,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jonathan Sanchez,San Francisco Giants,2011,2010,P,topps,229,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brian Wilson,San Francisco Giants,2012,2011,P,topps,260,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Lincecum,San Francisco Giants,2010,2009,P,topps,none,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
Jonathan Sanchez,San Francisco Giants,2010,2009,P,upper deck,433,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brian Wilson,San Francisco Giants,2013,2012,P,topps,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Heath Hembree,San Francisco Giants,2014,2013,P,topps,249,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon Crawford,San Francisco Giants,2014,2013,SS,topps,119,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hector Sanchez,San Francisco Giants,2014,2013,C,topps,399,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Madison Bumgarner,San Francisco Giants,2014,2013,P,topps,537,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Cain,San Francisco Giants,2014,2013,P,topps,347,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Santiago Casilla,San Francisco Giants,2014,2013,P,topps,636,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeremy Affeldt,San Francisco Giants,2014,2013,P,topps,545,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Angel Pagan,San Francisco Giants,2014,2013,OF,topps,442,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Lincecum,San Francisco Giants,2014,2013,P,topps,397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Michael Morse,San Francisco Giants,2014,2013,OF,topps,569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marco Scutaro,San Francisco Giants,2014,2013,2B,topps,423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Roger Kieschnick,San Francisco Giants,2014,2013,OF,topps,430,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tim Hudson,San Francisco Giants,2014,2013,P,topps,446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hunter Pence,San Francisco Giants,2014,2013,OF,topps,412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gregor Blanco,San Francisco Giants,2014,2013,OF,topps,270,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yusmeiro Petit,San Francisco Giants,2014,2013,P,topps,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Vogelsong,San Francisco Giants,2014,2013,P,topps,267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andres Torres,San Francisco Giants,2014,2013,OF,topps,303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Buster Posey,San Francisco Giants,2014,2013,C,topps,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sergio Romo,San Francisco Giants,2014,2013,P,topps,251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon Belt,San Francisco Giants,2014,2013,1B,topps,284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pablo Sandoval,San Francisco Giants,2014,2013,3B,topps,327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hunter Pence,San Francisco Giants,2014,2013,OF,topps,US-270,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joaquin Arias,San Francisco Giants,2014,2013,3B,topps,US-82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barry Zito,San Francisco Giants,2014,2013,P,topps,SV-9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Super Veteran
Pat Sheridan,San Francisco Giants,1990,1989,OF,upper deck,460,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joe Strain,San Francisco Giants,1981,1980,2B,topps,361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joe Pettini,San Francisco Giants,1982,1981,"3B, SS",topps,568,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Billy Smith,San Francisco Giants,1982,1981,"2B, SS",topps,593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon Belt,San Francisco Giants,2020,2019,1B,topps,176,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jerry Martin,San Francisco Giants,1982,1981,OF,donruss,298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dave Dravecky,San Francisco Giants,1989,1988,P,upper deck,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Cornell,San Francisco Giants,1985,1984,P,topps,514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Davis,San Francisco Giants,1985,1984,P,topps,541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Max Venable,San Francisco Giants,1984,1983,OF,topps,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greg Minton,San Francisco Giants,1984,1983,P,topps,205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tracy Jones,San Francisco Giants,1989,1988,OF,upper deck,798,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trevor Wilson,San Francisco Giants,1989,1988,P,upper deck,733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rick Reuschel,San Francisco Giants,1989,1988,P,upper deck,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rob Thompson,San Francisco Giants,1989,1988,2B,upper deck,172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joe Pettini,San Francisco Giants,1983,1982,"3B, SS",topps,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joel Youngblood,San Francisco Giants,1984,1984,"3B, OF",donruss,152,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf variant
Pablo Sandoval,San Francisco Giants,2019,2018,"1B, 3B",topps,428,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Evan Longoria,San Francisco Giants,2019,2018,3B,topps,390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Derek Holland,San Francisco Giants,2019,2018,P,topps,US175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kevin Pillar,San Francisco Giants,2019,2018,OF,topps,US201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon Belt,San Francisco Giants,2017,2016,1B,topps,152,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Team Card,San Francisco Giants,2021,2020,team,topps,603,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Urban,San Francisco Giants,1999,1998,P,bowman,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jason Grilli,San Francisco Giants,1999,1998,P,bowman,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gary Carter,San Francisco Giants,1990,1989,C,leaf,134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barry Bonds,San Francisco Giants,1997,1996,OF,upper deck,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Home Run Heros
Barry Bonds,San Francisco Giants,2001,2000,OF,fleer,12SP,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Solid Performers
Shaun Anderson,San Francisco Giants,2019,2018,P,topps,US142,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barry Bonds,San Francisco Giants,2000,1999,OF,fleer,176,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steve Bedrosian,San Francisco Giants,1990,1989,P,leaf,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Team Card,San Francisco Giants,2017,2016,team,topps,235,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barry Bonds,San Francisco Giants,1998,1997,OF,flair,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steve Nicosia,San Francisco Giants,1984,1983,C,topps,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom O'Malley,San Francisco Giants,1984,1983,3B,topps,469,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joe Pettini,San Francisco Giants,1984,1983,"3B, SS",topps,449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
John Rabb,San Francisco Giants,1984,1983,C,topps,228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Champ Summers,San Francisco Giants,1984,1983,OF,topps,768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matt Williams,San Francisco Giants,1990,1989,3B,fleer,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barry Bonds,San Francisco Giants,1996,1995,OF,fleer,241,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Metal Universe
Barry Bonds,San Francisco Giants,1996,1995,OF,upper deck,170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greg Minton,San Francisco Giants,1982,1981,P,donruss,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andy McGaffigan,San Francisco Giants,1984,1983,P,topps,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Drew Pomeranz,San Francisco Giants,2019,2018,P,topps,US77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Has a small hole
Brandon Belt,San Francisco Giants,2017,2016,1B,topps,347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joel Youngblood,San Francisco Giants,1985,1985,"1B, 2B, 3B, SS",donruss,567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Leonard,San Francisco Giants,1984,1984,OF,donruss,358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joel Youngblood,San Francisco Giants,1984,1984,"3B, OF",donruss,152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf variant
Jim Barr,San Francisco Giants,1983,1982,P,topps,133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon Crawford,San Francisco Giants,2019,2018,SS,topps,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon Belt,San Francisco Giants,2019,2018,1B,topps,148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hunter Strickland,San Francisco Giants,2019,2018,P,topps,153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dan Gladden,San Francisco Giants,1984,1984,OF,topps,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf variant
Milt May,San Francisco Giants,1983,1982,C,topps,84,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Allen Ripley,San Francisco Giants,1982,1981,P,topps,529,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Will Clark,San Francisco Giants,1991,1990,1B,leaf,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991 Preview Card
Bob Brenly,San Francisco Giants,1985,1984,C,topps,215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Randy Lerch,San Francisco Giants,1985,1984,P,topps,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Laskey,San Francisco Giants,1985,1984,P,topps,331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Ozark,San Francisco Giants,1985,1984,manager,topps,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Leonard,San Francisco Giants,1985,1984,OF,topps,619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gene Richards,San Francisco Giants,1985,1984,OF,topps,434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Leonard,San Francisco Giants,1984,1984,OF,donruss,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf variant
Salomon Torres,San Francisco Giants,1992,1991,P,bowman,584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gold Border
Jim Wohlford,San Francisco Giants,1982,1981,OF,fleer,403,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Will Clark,San Francisco Giants,1987,1986,1B,donruss,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Donruss Diamond Kings
Harry Spilman,San Francisco Giants,1987,1987,OF,donruss,607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kelly Downs,San Francisco Giants,1987,1987,P,donruss,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Evan Longoria,San Francisco Giants,2021,2020,3B,topps,381,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
Mauricio Dubon,San Francisco Giants,2021,2020,"SS, OF",topps,343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Mike Yastrzemski,San Francisco Giants,2021,2020,OF,topps,227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trevor Wilson,San Francisco Giants,1991,1990,P,score,657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dave Dravecky,San Francisco Giants,1990,1989,P,score,550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scott Garrelts,San Francisco Giants,1991,1990,P,fleer,262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joe Price,San Francisco Giants,1989,1988,P,topps,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scott Garrelts,San Francisco Giants,1990,1989,P,topps,602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
John Burkett,San Francisco Giants,1991,1990,P,upper deck,148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dave Anderson,San Francisco Giants,1991,1990,"3B, SS",topps,572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cory Snyder,San Francisco Giants,1993,1992,OF,topps,254,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Topps Gold
Chris Speier,San Francisco Giants,1988,1988,"1B, 2B, 3B, SS",topps,532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Harry Spilman,San Francisco Giants,1988,1987,"C, 1B",topps,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kurt ManWaring,San Francisco Giants,1994,1993,C,topps,218,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
Kevin Mitchell,San Francisco Giants,1987,1987,3B,donruss,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Randy McCament,San Francisco Giants,1990,1989,P,upper deck,657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ken Oberkfell,San Francisco Giants,1990,1989,"1B, 2B, 3B, SS",upper deck,360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Brantley,San Francisco Giants,1993,1992,P,topps,631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Royce Clayton,San Francisco Giants,1993,1992,SS,topps,542,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Swift,San Francisco Giants,1993,1992,P,topps,755,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Will Clark,San Francisco Giants,2022,2021,1B,topps,T87C-91,0,0,0,0,1,1,0,0,1,0,0,gold,0,0,0,0,0,0,0,1987 imitation
Mauricio Dubon,San Francisco Giants,2022,2021,"2B, OF",topps,246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sammy Long,San Francisco Giants,2022,2021,P,topps,308,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kris Bryant,San Francisco Giants,2022,2021,"3B, OF",topps,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Johnny Cueto,San Francisco Giants,2022,2021,P,topps,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brandon Crawford,San Francisco Giants,2022,2021,SS,topps,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tommy La Stella,San Francisco Giants,2022,2021,2B,topps,241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Anthony DeSclafani,San Francisco Giants,2022,2021,P,topps,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Buster Posey,San Francisco Giants,2022,2021,C,topps,209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mike Yastrzemski,San Francisco Giants,2022,2021,OF,topps,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mauricio Dubon,San Francisco Giants,2020,2019,"2B, SS",topps,73,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UK Edition
Joey Bart,San Francisco Giants,2022,2021,C,topps,NTCD-24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Trading Card Day
Luis Alexander Basabe,San Francisco Giants,2021,2020,OF,topps,548,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joey Bart,San Francisco Giants,2021,2020,C,topps,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
Alex Cobb,San Francisco Giants,2022,2021,P,topps,359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alex Cobb,San Francisco Giants,2022,2021,P,topps,359,0,0,0,0,1,1,0,0,0,0,0,orange,1,0,0,0,0,0,190/299,
Brandon Belt,San Francisco Giants,2022,2021,1B,topps,632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LaMonte Wade Jr.,San Francisco Giants,2022,2021,OF,topps,659,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joey Bart,San Francisco Giants,2022,2021,C,topps,434,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
Wilmer Flores,San Francisco Giants,2022,2021,"1B, 3B",topps,408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Willie McCovey,San Francisco Giants,2022,2021,1B,topps,DGDC-46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Diamond Greats
Alex Dickerson,San Francisco Giants,2022,2021,OF,topps,362,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Team Card,San Francisco Giants,2022,2021,team,topps,464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Evan Longoria,San Francisco Giants,2022,2021,3B,topps,617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Donovan Solano,San Francisco Giants,2022,2021,2B,topps,426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alex Wood,San Francisco Giants,2022,2021,P,topps,494,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kervin Castro,San Francisco Giants,2022,2021,P,topps,413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joc Pederson,San Francisco Giants,2022,2021,OF,topps,US141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Heliot Ramos,San Francisco Giants,2022,2021,OF,topps,US17,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rookie Debut: 4/10/2022
Darin Ruf,San Francisco Giants,2022,2021,OF,topps,US106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
